freq,unit,iccs,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,P_HTHAB,ICCS0501,DE925	: 	: 	: 	: 	445.03 	484.15 	503.79 	579.12 	539.24 	410.75 	380.28 	421.56 	: 	: 
A,P_HTHAB,ICCS0501,DE926	: 	: 	: 	: 	292.53 	276.02 	318.60 	386.35 	312.59 	311.84 	238.95 	190.21 	: 	: 
A,P_HTHAB,ICCS0501,DE927	: 	: 	: 	: 	606.31 	589.73 	670.85 	495.69 	611.78 	524.27 	386.10 	465.46 	: 	: 
A,P_HTHAB,ICCS0501,DE928	: 	: 	: 	: 	389.74 	337.10 	411.31 	456.86 	386.03 	391.46 	342.03 	250.35 	: 	: 
A,P_HTHAB,ICCS0501,DE929	: 	: 	: 	: 	707.82 	767.25 	742.37 	761.23 	682.58 	732.74 	580.13 	541.28 	: 	: 
A,P_HTHAB,ICCS0501,DE93	: 	: 	: 	: 	571.46 	553.88 	532.99 	590.27 	551.19 	449.90 	379.56 	401.19 	: 	: 
A,P_HTHAB,ICCS0501,DE931	: 	: 	: 	: 	539.04 	475.79 	481.34 	537.59 	559.08 	423.84 	395.49 	434.23 	: 	: 
A,P_HTHAB,ICCS0501,DE932	: 	: 	: 	: 	588.04 	530.81 	540.67 	513.75 	396.26 	462.07 	380.11 	386.96 	: 	: 
A,P_HTHAB,ICCS0501,DE933	: 	: 	: 	: 	640.70 	690.51 	554.62 	687.60 	689.98 	437.43 	407.93 	383.74 	: 	: 
A,P_HTHAB,ICCS0501,DE934	: 	: 	: 	: 	311.72 	324.97 	429.42 	383.76 	283.27 	315.41 	223.34 	309.76 	: 	: 
A,P_HTHAB,ICCS0501,DE935	: 	: 	: 	: 	491.17 	445.23 	551.13 	608.57 	486.39 	469.70 	427.49 	572.61 	: 	: 
A,P_HTHAB,ICCS0501,DE936	: 	: 	: 	: 	716.33 	648.82 	533.90 	660.18 	663.86 	535.07 	400.51 	358.54 	: 	: 
A,P_HTHAB,ICCS0501,DE937	: 	: 	: 	: 	505.60 	560.64 	472.39 	557.95 	499.23 	447.45 	349.50 	344.44 	: 	: 
A,P_HTHAB,ICCS0501,DE938	: 	: 	: 	: 	709.18 	616.47 	620.91 	733.48 	760.71 	532.79 	420.56 	419.31 	: 	: 
A,P_HTHAB,ICCS0501,DE939	: 	: 	: 	: 	435.57 	471.96 	501.74 	626.49 	460.88 	500.40 	318.49 	411.12 	: 	: 
A,P_HTHAB,ICCS0501,DE93A	: 	: 	: 	: 	388.06 	339.44 	450.43 	384.73 	361.86 	285.07 	293.28 	225.77 	: 	: 
A,P_HTHAB,ICCS0501,DE93B	: 	: 	: 	: 	815.55 	792.41 	650.77 	568.25 	714.47 	396.05 	422.43 	402.07 	: 	: 
A,P_HTHAB,ICCS0501,DE94	: 	: 	: 	: 	529.84 	503.52 	500.46 	503.20 	499.40 	416.26 	350.57 	317.94 	: 	: 
A,P_HTHAB,ICCS0501,DE941	: 	: 	: 	: 	930.97 	794.97 	879.11 	727.23 	727.17 	643.78 	546.95 	552.79 	: 	: 
A,P_HTHAB,ICCS0501,DE942	: 	: 	: 	: 	441.34 	757.77 	839.53 	649.79 	802.86 	631.86 	561.19 	396.45 	: 	: 
A,P_HTHAB,ICCS0501,DE943	: 	: 	: 	: 	763.45 	633.44 	582.04 	589.78 	683.64 	594.41 	506.94 	423.28 	: 	: 
A,P_HTHAB,ICCS0501,DE944	: 	: 	: 	: 	870.48 	873.25 	923.78 	822.20 	889.76 	681.42 	520.76 	530.51 	: 	: 
A,P_HTHAB,ICCS0501,DE945	: 	: 	: 	: 	1303.85 	1072.57 	1101.31 	1313.32 	1163.23 	1465.86 	970.96 	721.05 	: 	: 
A,P_HTHAB,ICCS0501,DE946	: 	: 	: 	: 	362.01 	356.15 	316.33 	338.57 	347.51 	277.92 	218.84 	217.62 	: 	: 
A,P_HTHAB,ICCS0501,DE947	: 	: 	: 	: 	423.11 	472.48 	344.28 	350.00 	395.88 	329.89 	277.97 	318.68 	: 	: 
A,P_HTHAB,ICCS0501,DE948	: 	: 	: 	: 	394.25 	364.92 	352.74 	361.56 	305.34 	292.29 	209.02 	199.00 	: 	: 
A,P_HTHAB,ICCS0501,DE949	: 	: 	: 	: 	453.42 	413.93 	373.30 	489.93 	450.10 	362.49 	303.12 	293.25 	: 	: 
A,P_HTHAB,ICCS0501,DE94A	: 	: 	: 	: 	431.24 	431.53 	495.40 	368.28 	336.06 	279.45 	336.01 	325.01 	: 	: 
A,P_HTHAB,ICCS0501,DE94B	: 	: 	: 	: 	371.06 	395.80 	475.77 	393.06 	395.10 	303.45 	273.08 	212.44 	: 	: 
A,P_HTHAB,ICCS0501,DE94C	: 	: 	: 	: 	457.95 	400.73 	324.04 	376.94 	447.04 	336.40 	252.15 	338.62 	: 	: 
A,P_HTHAB,ICCS0501,DE94D	: 	: 	: 	: 	458.23 	403.47 	484.19 	450.32 	406.66 	373.79 	322.50 	239.73 	: 	: 
A,P_HTHAB,ICCS0501,DE94E	: 	: 	: 	: 	451.75 	466.84 	491.86 	496.13 	464.70 	364.71 	359.69 	231.99 	: 	: 
A,P_HTHAB,ICCS0501,DE94F	: 	: 	: 	: 	494.15 	500.52 	516.44 	502.26 	411.27 	282.81 	242.64 	279.66 	: 	: 
A,P_HTHAB,ICCS0501,DE94G	: 	: 	: 	: 	533.92 	454.41 	419.90 	455.13 	423.58 	253.13 	234.77 	256.14 	: 	: 
A,P_HTHAB,ICCS0501,DE94H	: 	: 	: 	: 	431.31 	257.27 	287.23 	305.98 	344.57 	223.27 	285.56 	261.95 	: 	: 
A,P_HTHAB,ICCS0501,DEA	: 	: 	: 	: 	706.61 	687.84 	682.09 	745.88 	647.85 	522.41 	447.77 	430.48 	: 	: 
A,P_HTHAB,ICCS0501,DEA1	: 	: 	: 	: 	775.05 	745.93 	711.57 	833.63 	747.64 	602.18 	482.19 	484.23 	: 	: 
A,P_HTHAB,ICCS0501,DEA11	: 	: 	: 	: 	1147.63 	967.86 	1014.22 	1120.05 	921.79 	717.02 	571.05 	643.15 	: 	: 
A,P_HTHAB,ICCS0501,DEA12	: 	: 	: 	: 	850.31 	970.59 	877.47 	1073.82 	904.67 	897.28 	621.15 	591.67 	: 	: 
A,P_HTHAB,ICCS0501,DEA13	: 	: 	: 	: 	885.32 	832.48 	933.17 	1185.29 	907.79 	638.67 	452.70 	491.33 	: 	: 
A,P_HTHAB,ICCS0501,DEA14	: 	: 	: 	: 	815.36 	805.76 	707.47 	934.38 	789.72 	686.91 	621.97 	635.19 	: 	: 
A,P_HTHAB,ICCS0501,DEA15	: 	: 	: 	: 	957.88 	750.33 	608.39 	738.55 	643.47 	607.84 	541.21 	547.71 	: 	: 
A,P_HTHAB,ICCS0501,DEA16	: 	: 	: 	: 	868.68 	707.45 	759.72 	871.29 	776.24 	573.31 	442.59 	404.96 	: 	: 
A,P_HTHAB,ICCS0501,DEA17	: 	: 	: 	: 	777.15 	841.88 	719.28 	731.99 	759.01 	505.25 	427.58 	458.67 	: 	: 
A,P_HTHAB,ICCS0501,DEA18	: 	: 	: 	: 	601.10 	536.80 	597.49 	488.95 	540.64 	346.26 	339.11 	657.69 	: 	: 
A,P_HTHAB,ICCS0501,DEA19	: 	: 	: 	: 	609.36 	808.67 	484.70 	558.78 	522.28 	443.65 	411.20 	360.82 	: 	: 
A,P_HTHAB,ICCS0501,DEA1A	: 	: 	: 	: 	677.53 	667.28 	671.64 	801.62 	930.16 	732.43 	570.43 	503.13 	: 	: 
A,P_HTHAB,ICCS0501,DEA1B	: 	: 	: 	: 	478.80 	410.63 	385.53 	508.59 	491.72 	381.53 	331.54 	409.04 	: 	: 
A,P_HTHAB,ICCS0501,DEA1C	: 	: 	: 	: 	633.58 	657.73 	538.57 	648.65 	557.03 	456.30 	344.25 	287.43 	: 	: 
A,P_HTHAB,ICCS0501,DEA1D	: 	: 	: 	: 	638.75 	663.44 	665.00 	642.23 	673.96 	552.04 	529.14 	438.80 	: 	: 
A,P_HTHAB,ICCS0501,DEA1E	: 	: 	: 	: 	517.26 	497.21 	456.39 	582.24 	514.34 	433.95 	374.92 	378.34 	: 	: 
A,P_HTHAB,ICCS0501,DEA1F	: 	: 	: 	: 	733.02 	690.99 	641.09 	753.86 	751.95 	569.62 	449.57 	433.66 	: 	: 
A,P_HTHAB,ICCS0501,DEA2	: 	: 	: 	: 	816.41 	806.11 	801.13 	800.74 	676.94 	579.51 	519.26 	489.40 	: 	: 
A,P_HTHAB,ICCS0501,DEA22	: 	: 	: 	: 	958.93 	983.00 	932.90 	911.59 	727.71 	650.68 	580.97 	535.36 	: 	: 
A,P_HTHAB,ICCS0501,DEA23	: 	: 	: 	: 	1142.19 	1144.31 	1078.44 	1111.32 	868.01 	787.97 	732.79 	709.61 	: 	: 
A,P_HTHAB,ICCS0501,DEA24	: 	: 	: 	: 	987.62 	749.72 	1251.10 	937.23 	771.93 	620.43 	533.69 	451.67 	: 	: 
A,P_HTHAB,ICCS0501,DEA26	: 	: 	: 	: 	659.90 	656.87 	637.03 	675.10 	682.96 	668.90 	477.39 	503.18 	: 	: 
A,P_HTHAB,ICCS0501,DEA27	: 	: 	: 	: 	696.13 	709.56 	632.72 	728.70 	555.65 	458.38 	471.10 	452.68 	: 	: 
A,P_HTHAB,ICCS0501,DEA28	: 	: 	: 	: 	544.73 	510.86 	576.19 	508.08 	521.02 	459.20 	288.35 	293.51 	: 	: 
A,P_HTHAB,ICCS0501,DEA29	: 	: 	: 	: 	701.96 	580.65 	532.97 	568.77 	566.67 	443.30 	374.15 	357.81 	: 	: 
A,P_HTHAB,ICCS0501,DEA2A	: 	: 	: 	: 	416.84 	427.15 	494.28 	489.62 	392.76 	319.98 	276.22 	267.18 	: 	: 
A,P_HTHAB,ICCS0501,DEA2B	: 	: 	: 	: 	508.61 	493.17 	719.37 	638.65 	429.74 	325.80 	362.10 	327.39 	: 	: 
A,P_HTHAB,ICCS0501,DEA2C	: 	: 	: 	: 	630.96 	555.99 	582.88 	543.89 	479.02 	398.26 	335.69 	292.61 	: 	: 
A,P_HTHAB,ICCS0501,DEA2D	: 	: 	: 	: 	954.53 	1057.78 	912.36 	940.55 	936.77 	738.14 	667.79 	600.04 	: 	: 
A,P_HTHAB,ICCS0501,DEA3	: 	: 	: 	: 	617.09 	590.23 	600.12 	633.91 	562.96 	473.01 	364.95 	366.90 	: 	: 
A,P_HTHAB,ICCS0501,DEA31	: 	: 	: 	: 	993.39 	711.60 	697.94 	743.86 	691.46 	597.06 	349.34 	315.21 	: 	: 
A,P_HTHAB,ICCS0501,DEA32	: 	: 	: 	: 	1042.66 	1024.04 	1002.52 	1279.64 	724.74 	663.55 	494.04 	470.36 	: 	: 
A,P_HTHAB,ICCS0501,DEA33	: 	: 	: 	: 	670.09 	602.16 	615.93 	607.59 	647.66 	597.73 	400.88 	451.45 	: 	: 
A,P_HTHAB,ICCS0501,DEA34	: 	: 	: 	: 	492.18 	510.69 	445.27 	464.14 	420.38 	393.26 	384.35 	366.63 	: 	: 
A,P_HTHAB,ICCS0501,DEA35	: 	: 	: 	: 	497.14 	492.36 	464.51 	504.18 	510.99 	359.33 	252.10 	268.72 	: 	: 
A,P_HTHAB,ICCS0501,DEA36	: 	: 	: 	: 	736.12 	708.70 	759.11 	731.37 	660.72 	549.42 	446.97 	461.11 	: 	: 
A,P_HTHAB,ICCS0501,DEA37	: 	: 	: 	: 	384.26 	370.82 	416.82 	417.27 	407.56 	370.38 	294.92 	240.16 	: 	: 
A,P_HTHAB,ICCS0501,DEA38	: 	: 	: 	: 	358.26 	380.82 	408.62 	464.87 	523.73 	290.56 	203.63 	269.63 	: 	: 
A,P_HTHAB,ICCS0501,DEA4	: 	: 	: 	: 	433.91 	379.53 	407.88 	441.06 	430.42 	374.26 	341.47 	284.82 	: 	: 
A,P_HTHAB,ICCS0501,DEA41	: 	: 	: 	: 	523.53 	503.18 	548.86 	623.14 	598.34 	524.81 	439.03 	375.09 	: 	: 
A,P_HTHAB,ICCS0501,DEA42	: 	: 	: 	: 	390.52 	386.78 	384.58 	442.36 	386.26 	319.21 	273.52 	263.40 	: 	: 
A,P_HTHAB,ICCS0501,DEA43	: 	: 	: 	: 	476.50 	393.34 	438.98 	415.70 	448.99 	332.57 	334.74 	313.42 	: 	: 
A,P_HTHAB,ICCS0501,DEA44	: 	: 	: 	: 	213.95 	183.01 	222.01 	227.64 	270.81 	260.83 	150.46 	132.23 	: 	: 
A,P_HTHAB,ICCS0501,DEA45	: 	: 	: 	: 	333.88 	301.30 	257.40 	352.33 	336.99 	338.46 	260.98 	281.87 	: 	: 
A,P_HTHAB,ICCS0501,DEA46	: 	: 	: 	: 	536.13 	409.05 	461.60 	487.68 	427.09 	411.72 	386.88 	268.42 	: 	: 
A,P_HTHAB,ICCS0501,DEA47	: 	: 	: 	: 	468.18 	378.21 	461.76 	415.95 	470.21 	364.68 	455.85 	278.60 	: 	: 
A,P_HTHAB,ICCS0501,DEA5	: 	: 	: 	: 	696.41 	707.50 	710.34 	807.75 	654.66 	457.21 	430.49 	409.07 	: 	: 
A,P_HTHAB,ICCS0501,DEA51	: 	: 	: 	: 	834.84 	916.86 	888.22 	977.96 	681.58 	497.10 	535.94 	447.03 	: 	: 
A,P_HTHAB,ICCS0501,DEA52	: 	: 	: 	: 	1264.96 	1177.97 	1403.61 	1519.18 	1171.48 	707.39 	734.91 	711.06 	: 	: 
A,P_HTHAB,ICCS0501,DEA53	: 	: 	: 	: 	1017.97 	913.86 	803.24 	975.81 	842.13 	579.50 	588.61 	549.75 	: 	: 
A,P_HTHAB,ICCS0501,DEA54	: 	: 	: 	: 	549.09 	537.29 	534.51 	750.93 	648.28 	441.61 	405.73 	451.12 	: 	: 
A,P_HTHAB,ICCS0501,DEA55	: 	: 	: 	: 	783.80 	958.83 	887.86 	1227.62 	963.10 	553.66 	507.38 	482.82 	: 	: 
A,P_HTHAB,ICCS0501,DEA56	: 	: 	: 	: 	709.22 	663.74 	588.11 	676.34 	562.66 	451.79 	380.39 	357.39 	: 	: 
A,P_HTHAB,ICCS0501,DEA57	: 	: 	: 	: 	415.91 	426.97 	422.14 	431.26 	339.70 	259.28 	232.04 	238.41 	: 	: 
A,P_HTHAB,ICCS0501,DEA58	: 	: 	: 	: 	481.53 	539.79 	513.17 	515.44 	432.03 	375.52 	303.59 	324.42 	: 	: 
A,P_HTHAB,ICCS0501,DEA59	: 	: 	: 	: 	290.13 	388.86 	313.46 	374.00 	352.00 	200.03 	237.37 	232.98 	: 	: 
A,P_HTHAB,ICCS0501,DEA5A	: 	: 	: 	: 	326.18 	360.68 	351.40 	437.83 	375.00 	326.70 	307.22 	232.56 	: 	: 
A,P_HTHAB,ICCS0501,DEA5B	: 	: 	: 	: 	407.36 	400.64 	359.36 	499.76 	421.79 	339.79 	254.56 	240.14 	: 	: 
A,P_HTHAB,ICCS0501,DEA5C	: 	: 	: 	: 	649.58 	697.31 	647.56 	687.64 	657.01 	450.91 	378.74 	366.53 	: 	: 
A,P_HTHAB,ICCS0501,DEB	: 	: 	: 	: 	391.20 	407.82 	403.72 	437.26 	414.13 	317.97 	300.47 	255.14 	: 	: 
A,P_HTHAB,ICCS0501,DEB1	: 	: 	: 	: 	374.42 	356.51 	371.41 	367.72 	367.60 	301.10 	251.77 	216.06 	: 	: 
A,P_HTHAB,ICCS0501,DEB11	: 	: 	: 	: 	548.38 	580.26 	507.04 	617.41 	595.10 	424.28 	370.68 	350.80 	: 	: 
A,P_HTHAB,ICCS0501,DEB12	: 	: 	: 	: 	419.21 	440.25 	513.87 	464.30 	434.37 	357.32 	298.65 	254.38 	: 	: 
A,P_HTHAB,ICCS0501,DEB13	: 	: 	: 	: 	310.09 	270.19 	341.97 	284.65 	373.15 	294.66 	208.87 	195.80 	: 	: 
A,P_HTHAB,ICCS0501,DEB14	: 	: 	: 	: 	487.76 	406.94 	489.38 	374.49 	348.17 	301.79 	250.72 	216.35 	: 	: 
A,P_HTHAB,ICCS0501,DEB15	: 	: 	: 	: 	370.49 	346.34 	297.50 	337.51 	296.47 	241.34 	408.78 	200.69 	: 	: 
A,P_HTHAB,ICCS0501,DEB17	: 	: 	: 	: 	322.96 	340.42 	327.00 	337.39 	380.80 	293.00 	225.24 	230.10 	: 	: 
A,P_HTHAB,ICCS0501,DEB18	: 	: 	: 	: 	484.22 	401.53 	404.56 	418.81 	472.72 	368.52 	239.46 	202.26 	: 	: 
A,P_HTHAB,ICCS0501,DEB1A	: 	: 	: 	: 	199.01 	236.38 	216.68 	274.10 	222.59 	186.86 	222.26 	178.24 	: 	: 
A,P_HTHAB,ICCS0501,DEB1B	: 	: 	: 	: 	307.98 	317.32 	351.78 	319.39 	305.04 	248.72 	223.84 	191.47 	: 	: 
A,P_HTHAB,ICCS0501,DEB1C	: 	: 	: 	: 	: 	: 	272.08 	344.93 	278.89 	229.54 	154.07 	185.10 	: 	: 
A,P_HTHAB,ICCS0501,DEB1D	: 	: 	: 	: 	: 	: 	279.80 	285.45 	251.64 	328.07 	218.58 	162.24 	: 	: 
A,P_HTHAB,ICCS0501,DEB2	: 	: 	: 	: 	307.31 	318.36 	286.63 	335.72 	282.52 	237.36 	216.96 	196.04 	: 	: 
A,P_HTHAB,ICCS0501,DEB21	: 	: 	: 	: 	425.28 	510.59 	518.50 	501.51 	365.49 	372.35 	342.69 	316.35 	: 	: 
A,P_HTHAB,ICCS0501,DEB22	: 	: 	: 	: 	344.59 	285.11 	234.09 	308.16 	258.43 	226.77 	238.11 	152.32 	: 	: 
A,P_HTHAB,ICCS0501,DEB23	: 	: 	: 	: 	231.85 	306.42 	214.23 	263.46 	319.00 	208.12 	150.69 	140.01 	: 	: 
A,P_HTHAB,ICCS0501,DEB24	: 	: 	: 	: 	277.90 	301.28 	284.70 	386.67 	305.95 	228.78 	168.03 	221.11 	: 	: 
A,P_HTHAB,ICCS0501,DEB25	: 	: 	: 	: 	253.34 	216.83 	203.69 	259.59 	202.70 	167.76 	171.68 	166.50 	: 	: 
A,P_HTHAB,ICCS0501,DEB3	: 	: 	: 	: 	425.51 	469.00 	457.90 	514.63 	482.73 	351.13 	357.48 	298.79 	: 	: 
A,P_HTHAB,ICCS0501,DEB31	: 	: 	: 	: 	416.16 	565.54 	547.20 	540.61 	469.37 	307.57 	270.57 	253.29 	: 	: 
A,P_HTHAB,ICCS0501,DEB32	: 	: 	: 	: 	863.22 	1042.10 	756.47 	817.40 	787.66 	555.88 	482.52 	432.67 	: 	: 
A,P_HTHAB,ICCS0501,DEB33	: 	: 	: 	: 	485.33 	591.19 	586.42 	649.95 	701.03 	476.02 	425.56 	321.36 	: 	: 
A,P_HTHAB,ICCS0501,DEB34	: 	: 	: 	: 	569.85 	669.88 	657.51 	719.64 	663.56 	445.32 	613.07 	512.68 	: 	: 
A,P_HTHAB,ICCS0501,DEB35	: 	: 	: 	: 	545.27 	557.81 	573.76 	714.04 	631.62 	367.63 	434.20 	417.75 	: 	: 
A,P_HTHAB,ICCS0501,DEB36	: 	: 	: 	: 	454.88 	489.78 	517.18 	585.95 	413.22 	368.36 	567.92 	278.47 	: 	: 
A,P_HTHAB,ICCS0501,DEB37	: 	: 	: 	: 	708.40 	730.13 	513.70 	591.82 	630.53 	480.01 	423.31 	386.11 	: 	: 
A,P_HTHAB,ICCS0501,DEB38	: 	: 	: 	: 	621.58 	584.76 	782.07 	1119.25 	1113.67 	581.59 	826.61 	541.90 	: 	: 
A,P_HTHAB,ICCS0501,DEB39	: 	: 	: 	: 	567.11 	599.55 	479.48 	676.46 	565.15 	370.48 	383.96 	398.42 	: 	: 
A,P_HTHAB,ICCS0501,DEB3A	: 	: 	: 	: 	582.54 	490.25 	531.04 	620.39 	741.39 	668.06 	405.60 	426.79 	: 	: 
A,P_HTHAB,ICCS0501,DEB3B	: 	: 	: 	: 	337.31 	340.33 	262.75 	346.83 	298.57 	254.30 	280.89 	160.94 	: 	: 
A,P_HTHAB,ICCS0501,DEB3C	: 	: 	: 	: 	368.93 	388.00 	471.61 	490.38 	461.41 	309.87 	290.80 	208.80 	: 	: 
A,P_HTHAB,ICCS0501,DEB3D	: 	: 	: 	: 	404.90 	482.07 	452.18 	330.83 	426.69 	328.44 	326.22 	223.70 	: 	: 
A,P_HTHAB,ICCS0501,DEB3E	: 	: 	: 	: 	326.64 	358.72 	343.61 	301.74 	385.69 	328.38 	268.53 	276.58 	: 	: 
A,P_HTHAB,ICCS0501,DEB3F	: 	: 	: 	: 	408.92 	398.30 	486.95 	396.98 	416.33 	312.78 	269.76 	210.26 	: 	: 
A,P_HTHAB,ICCS0501,DEB3G	: 	: 	: 	: 	281.54 	334.42 	329.12 	347.05 	343.68 	294.79 	375.90 	293.51 	: 	: 
A,P_HTHAB,ICCS0501,DEB3H	: 	: 	: 	: 	289.94 	310.80 	262.32 	335.35 	270.52 	213.73 	204.30 	205.70 	: 	: 
A,P_HTHAB,ICCS0501,DEB3I	: 	: 	: 	: 	248.40 	295.11 	393.11 	457.84 	395.26 	305.80 	250.60 	250.32 	: 	: 
A,P_HTHAB,ICCS0501,DEB3J	: 	: 	: 	: 	296.63 	364.95 	314.75 	350.59 	311.86 	300.69 	263.60 	190.15 	: 	: 
A,P_HTHAB,ICCS0501,DEB3K	: 	: 	: 	: 	223.45 	225.36 	283.65 	365.11 	297.49 	244.90 	157.11 	158.76 	: 	: 
A,P_HTHAB,ICCS0501,DEC	: 	: 	: 	: 	615.82 	607.27 	617.53 	593.61 	538.87 	465.86 	514.79 	429.98 	: 	: 
A,P_HTHAB,ICCS0501,DEC0	: 	: 	: 	: 	615.82 	607.27 	617.53 	593.61 	538.87 	465.86 	514.79 	429.98 	: 	: 
A,P_HTHAB,ICCS0501,DEC01	: 	: 	: 	: 	862.70 	858.44 	779.81 	861.48 	699.49 	660.51 	788.73 	550.79 	: 	: 
A,P_HTHAB,ICCS0501,DEC02	: 	: 	: 	: 	564.46 	479.13 	563.34 	410.73 	388.47 	264.66 	361.77 	263.14 	: 	: 
A,P_HTHAB,ICCS0501,DEC03	: 	: 	: 	: 	449.03 	476.51 	479.65 	524.73 	658.77 	488.12 	472.63 	487.12 	: 	: 
A,P_HTHAB,ICCS0501,DEC04	: 	: 	: 	: 	588.50 	548.80 	683.25 	517.81 	462.42 	386.05 	398.85 	380.63 	: 	: 
A,P_HTHAB,ICCS0501,DEC05	: 	: 	: 	: 	492.77 	539.19 	512.34 	451.47 	432.97 	386.54 	332.63 	384.91 	: 	: 
A,P_HTHAB,ICCS0501,DEC06	: 	: 	: 	: 	285.36 	271.52 	316.18 	321.78 	284.62 	249.84 	285.66 	268.89 	: 	: 
A,P_HTHAB,ICCS0501,DED	: 	: 	: 	: 	745.30 	810.28 	827.92 	785.25 	846.00 	781.25 	679.90 	680.52 	: 	: 
A,P_HTHAB,ICCS0501,DED2	: 	: 	: 	: 	760.82 	857.02 	820.28 	746.31 	712.27 	570.69 	538.48 	536.73 	: 	: 
A,P_HTHAB,ICCS0501,DED21	: 	: 	: 	: 	1271.23 	1683.28 	1524.62 	1285.27 	1252.61 	982.32 	919.30 	878.39 	: 	: 
A,P_HTHAB,ICCS0501,DED2C	: 	: 	: 	: 	397.94 	406.56 	355.44 	409.37 	379.07 	264.53 	257.08 	295.13 	: 	: 
A,P_HTHAB,ICCS0501,DED2D	: 	: 	: 	: 	691.90 	596.96 	682.39 	649.53 	538.46 	466.44 	584.60 	533.56 	: 	: 
A,P_HTHAB,ICCS0501,DED2E	: 	: 	: 	: 	622.57 	410.27 	450.52 	475.09 	453.83 	389.11 	274.64 	382.38 	: 	: 
A,P_HTHAB,ICCS0501,DED2F	: 	: 	: 	: 	363.01 	386.70 	396.44 	362.26 	375.89 	323.90 	243.26 	216.60 	: 	: 
A,P_HTHAB,ICCS0501,DED4	: 	: 	: 	: 	500.72 	500.27 	470.27 	464.42 	498.36 	527.18 	445.20 	401.76 	: 	: 
A,P_HTHAB,ICCS0501,DED41	: 	: 	: 	: 	1002.32 	1054.68 	1023.05 	1152.67 	1241.93 	1627.75 	1429.18 	1191.97 	: 	: 
A,P_HTHAB,ICCS0501,DED42	: 	: 	: 	: 	274.85 	229.12 	257.04 	254.88 	285.91 	226.65 	159.24 	125.56 	: 	: 
A,P_HTHAB,ICCS0501,DED43	: 	: 	: 	: 	365.24 	350.56 	320.73 	302.52 	316.53 	229.63 	214.50 	265.85 	: 	: 
A,P_HTHAB,ICCS0501,DED44	: 	: 	: 	: 	505.36 	531.27 	463.73 	345.54 	407.63 	513.74 	353.68 	319.58 	: 	: 
A,P_HTHAB,ICCS0501,DED45	: 	: 	: 	: 	508.86 	508.64 	438.75 	414.90 	396.26 	303.01 	278.14 	270.21 	: 	: 
A,P_HTHAB,ICCS0501,DED5	: 	: 	: 	: 	1095.54 	1203.16 	1372.83 	1317.20 	1558.11 	1468.73 	1224.53 	1284.59 	: 	: 
A,P_HTHAB,ICCS0501,DED51	: 	: 	: 	: 	1521.24 	1712.05 	2020.46 	1848.56 	2199.40 	2130.67 	1734.25 	1794.48 	: 	: 
A,P_HTHAB,ICCS0501,DED52	: 	: 	: 	: 	684.49 	660.48 	685.57 	664.09 	686.90 	680.13 	605.41 	590.08 	: 	: 
A,P_HTHAB,ICCS0501,DED53	: 	: 	: 	: 	546.33 	576.96 	525.47 	702.90 	878.52 	588.70 	532.37 	673.84 	: 	: 
A,P_HTHAB,ICCS0501,DEE	: 	: 	: 	: 	722.92 	812.08 	891.17 	962.49 	958.73 	883.80 	765.51 	698.72 	: 	: 
A,P_HTHAB,ICCS0501,DEE0	: 	: 	: 	: 	722.92 	812.08 	891.17 	962.49 	958.73 	883.80 	765.51 	698.72 	: 	: 
A,P_HTHAB,ICCS0501,DEE01	: 	: 	: 	: 	726.42 	1002.29 	1488.95 	1323.12 	1368.81 	1399.92 	639.38 	958.92 	: 	: 
A,P_HTHAB,ICCS0501,DEE02	: 	: 	: 	: 	928.87 	946.25 	1337.42 	1907.34 	2364.65 	1863.83 	1530.27 	1429.43 	: 	: 
A,P_HTHAB,ICCS0501,DEE03	: 	: 	: 	: 	1277.79 	1482.66 	1700.28 	1586.27 	1553.94 	1873.72 	1620.28 	1247.19 	: 	: 
A,P_HTHAB,ICCS0501,DEE04	: 	: 	: 	: 	491.87 	410.92 	405.51 	398.51 	423.61 	421.18 	333.90 	302.04 	: 	: 
A,P_HTHAB,ICCS0501,DEE05	: 	: 	: 	: 	770.37 	728.89 	758.27 	931.09 	984.12 	610.06 	523.99 	519.22 	: 	: 
A,P_HTHAB,ICCS0501,DEE06	: 	: 	: 	: 	618.82 	679.90 	607.28 	806.71 	596.56 	507.96 	540.54 	373.63 	: 	: 
A,P_HTHAB,ICCS0501,DEE07	: 	: 	: 	: 	585.62 	643.10 	526.15 	587.86 	562.62 	478.73 	458.81 	483.89 	: 	: 
A,P_HTHAB,ICCS0501,DEE08	: 	: 	: 	: 	663.30 	978.07 	1079.72 	983.95 	729.03 	681.87 	533.06 	492.81 	: 	: 
A,P_HTHAB,ICCS0501,DEE09	: 	: 	: 	: 	749.14 	708.67 	787.18 	731.27 	464.84 	638.31 	600.56 	649.11 	: 	: 
A,P_HTHAB,ICCS0501,DEE0A	: 	: 	: 	: 	402.29 	441.50 	438.41 	530.78 	531.09 	485.04 	517.34 	479.27 	: 	: 
A,P_HTHAB,ICCS0501,DEE0B	: 	: 	: 	: 	501.71 	752.05 	786.94 	881.45 	846.43 	630.81 	530.48 	483.80 	: 	: 
A,P_HTHAB,ICCS0501,DEE0C	: 	: 	: 	: 	681.60 	787.73 	616.96 	577.38 	623.81 	513.94 	641.80 	599.81 	: 	: 
